,price_usd_per_m2,property_type,place_name,surface_total_in_m2,surface_covered_in_m2,ambientes,parrilla
12076,1937.5,apartment,Flores,64.0,60.0,3.0,0
12078,3134.328358208956,apartment,Nuñez,67.0,61.0,3.0,1
12098,3493.333333333333,apartment,Palermo,75.0,67.0,3.0,0
12100,1718.75,apartment,Recoleta,320.0,320.0,9.0,0
12105,2265.8227848101264,apartment,Floresta,79.0,76.0,4.0,0
12111,2466.3677130044844,apartment,Nuñez,223.0,223.0,5.0,1
12113,2678.5714285714284,apartment,Caballito,28.0,28.0,2.0,0
12114,2012.987012987013,apartment,Villa Crespo,77.0,75.0,4.0,0
12115,2073.170731707317,apartment,Almagro,41.0,38.0,2.0,0
12116,3031.25,apartment,Centro / Microcentro,32.0,30.0,1.0,0
12117,3301.8867924528304,apartment,Belgrano,53.0,53.0,2.0,0
12118,1796.6101694915253,apartment,Villa del Parque,59.0,59.0,3.0,1
12119,3333.333333333333,apartment,Recoleta,114.0,114.0,4.0,0
12121,2000.0,apartment,Flores,65.0,56.0,3.0,0
12181,2355.769230769231,apartment,Caballito,104.0,97.0,4.0,0
12183,4245.2830188679245,apartment,Palermo Soho,53.0,51.0,2.0,1
12184,1935.483870967742,apartment,Barrio Norte,124.0,67.0,3.0,0
12185,1935.483870967742,apartment,Palermo,124.0,67.0,3.0,0
12187,2023.2558139534885,apartment,Barracas,43.0,43.0,2.0,0
12188,1678.5714285714291,apartment,Barracas,112.0,62.0,3.0,0
12189,1982.7586206896551,apartment,Villa Crespo,58.0,58.0,3.0,0
12191,2077.777777777778,apartment,Almagro,90.0,78.0,4.0,0
12192,2714.285714285714,apartment,Colegiales,35.0,35.0,2.0,0
12194,1854.8387096774195,apartment,Flores,62.0,62.0,3.0,0
12195,2118.64406779661,apartment,Caballito,59.0,55.0,3.0,0
12196,2271.428571428572,apartment,Villa Devoto,70.0,67.0,3.0,0
12200,2404.5454545454545,apartment,Caballito,44.0,38.0,1.0,0
12201,2395.454545454545,apartment,Caballito,44.0,38.0,1.0,0
12202,2276.595744680851,apartment,Caballito,47.0,41.0,1.0,0
12204,2913.043478260869,apartment,Belgrano,115.0,75.0,3.0,1
12205,2208.333333333333,apartment,Balvanera,24.0,24.0,1.0,0
12206,2026.3157894736842,apartment,Almagro,38.0,31.0,2.0,0
12207,2442.1768707482997,apartment,Recoleta,147.0,138.0,4.0,0
12208,2246.9135802469136,apartment,Palermo Soho,81.0,67.0,3.0,1
12209,2777.777777777778,apartment,Palermo,90.0,80.0,3.0,0
12214,2254.901960784314,apartment,Villa Devoto,51.0,51.0,3.0,0
12216,2144.1176470588234,apartment,Boedo,34.0,34.0,2.0,0
12218,2863.6363636363635,apartment,Barrio Norte,110.0,110.0,4.0,0
12221,2700.0,apartment,Flores,50.0,44.0,2.0,0
12222,2883.333333333333,apartment,Caballito,60.0,53.0,2.0,1
12224,2735.294117647059,apartment,Villa Urquiza,34.0,32.0,1.0,0
12226,1888.888888888889,apartment,Once,90.0,90.0,3.0,0
12229,1948.7179487179485,apartment,Flores,39.0,35.0,1.0,0
12238,2360.5263157894738,apartment,Palermo,38.0,35.0,1.0,0
12243,1909.090909090909,apartment,Floresta,33.0,30.0,1.0,0
12244,2303.030303030303,apartment,Floresta,33.0,30.0,1.0,0
12246,2213.740458015267,apartment,Palermo,131.0,100.0,3.0,1
12253,2298.0,apartment,Villa Urquiza,50.0,40.0,1.0,0
12254,4166.666666666667,apartment,Palermo Chico,30.0,30.0,2.0,0
12255,3181.818181818182,apartment,Palermo,33.0,33.0,1.0,1
12258,1694.9152542372879,apartment,Boca,59.0,56.0,3.0,0
12259,1777.7777777777774,apartment,Retiro,225.0,225.0,4.0,0
12260,2156.695652173913,apartment,San Telmo,46.0,38.0,2.0,0
12261,4666.666666666667,apartment,Belgrano,300.0,285.0,5.0,0
12262,2192.9824561403507,apartment,Barrio Norte,57.0,57.0,4.0,0
12265,2750.0,apartment,Belgrano,100.0,90.0,3.0,0
12266,2265.625,apartment,Abasto,64.0,60.0,3.0,0
12267,1296.2962962962965,apartment,Tribunales,216.0,200.0,7.0,0
12268,2265.625,apartment,Almagro,64.0,60.0,3.0,0
12270,5000.0,apartment,Palermo,75.0,75.0,3.0,0
12271,1479.166666666667,apartment,San Cristobal,48.0,48.0,2.0,0
12272,4380.0,apartment,Palermo,50.0,45.0,2.0,0
12273,4320.987654320988,apartment,Palermo Chico,243.0,227.0,7.0,0
12277,1451.6129032258066,apartment,Floresta,62.0,62.0,3.0,0
12278,1941.1764705882354,apartment,Flores,85.0,79.0,3.0,0
12279,3000.0,apartment,Villa Urquiza,26.0,26.0,1.0,0
12280,3027.027027027027,apartment,Belgrano,37.0,33.0,1.0,1
12281,3393.939393939394,apartment,Belgrano,33.0,30.0,1.0,1
12282,2971.4285714285716,apartment,Belgrano,35.0,30.0,1.0,1
12283,1869.791666666667,apartment,Congreso,96.0,92.0,3.0,0
12284,3833.333333333334,apartment,Palermo Hollywood,60.0,55.0,2.0,1
12285,2000.0,apartment,Caballito,150.0,142.0,4.0,0
12286,1840.0,apartment,Liniers,50.0,42.0,2.0,0
12287,2375.0,apartment,Centro / Microcentro,32.0,32.0,2.0,0
12288,3000.0,apartment,Belgrano,35.0,30.0,1.0,1
12289,2913.043478260869,apartment,Belgrano,115.0,75.0,3.0,1
12290,2390.243902439024,apartment,Balvanera,41.0,41.0,2.0,0
12292,1468.0851063829791,apartment,Balvanera,47.0,44.0,3.0,0
12293,2390.243902439024,apartment,Recoleta,41.0,41.0,2.0,0
12294,2589.285714285714,apartment,San Nicolás,56.0,42.0,3.0,1
12295,1468.0851063829791,apartment,Congreso,47.0,44.0,3.0,0
12296,2057.1428571428573,apartment,Constitución,35.0,33.0,1.0,0
12297,4532.374100719425,apartment,Belgrano,139.0,124.0,4.0,1
12298,2230.769230769231,apartment,Almagro,130.0,118.0,4.0,0
12299,3125.0,apartment,Palermo Chico,240.0,220.0,5.0,0
12300,1313.8686131386862,apartment,Congreso,137.0,137.0,7.0,0
12301,3225.8064516129034,apartment,Recoleta,31.0,29.0,1.0,0
12302,2830.1886792452833,apartment,San Telmo,53.0,46.0,2.0,0
12303,1666.666666666667,apartment,Villa Crespo,75.0,55.0,3.0,0
12304,2968.75,apartment,Palermo,32.0,32.0,2.0,0
12305,3513.5135135135133,apartment,Belgrano,185.0,185.0,4.0,0
12306,2375.0,apartment,Caballito,44.0,38.0,1.0,0
12307,2404.5454545454545,apartment,Caballito,44.0,38.0,1.0,0
12313,1694.9152542372879,apartment,Boca,59.0,57.0,3.0,0
12328,2336.065573770492,apartment,Villa Urquiza,61.0,50.0,3.0,0
12334,1565.7894736842104,apartment,Villa del Parque,76.0,67.0,3.0,0
12335,1596.4912280701749,apartment,Flores,114.0,102.0,4.0,0
12336,1661.111111111111,apartment,Barrio Norte,180.0,80.0,4.0,1
12337,2686.567164179105,apartment,Villa Urquiza,67.0,64.0,3.0,0
12338,2388.8888888888887,apartment,Monserrat,36.0,32.0,1.0,1
12339,3033.707865168539,apartment,Palermo,89.0,78.0,3.0,0
12340,3000.0,apartment,Belgrano,80.0,80.0,3.0,0
12341,3571.4285714285716,apartment,Palermo,70.0,70.0,3.0,1
12342,3777.777777777778,apartment,Palermo,180.0,180.0,4.0,1
12343,3125.0,apartment,Belgrano,56.0,56.0,2.0,0
12344,3596.4912280701756,apartment,Las Cañitas,57.0,57.0,2.0,0
12345,3448.2758620689656,apartment,Las Cañitas,58.0,58.0,2.0,0
12346,3139.534883720931,apartment,Belgrano,86.0,86.0,3.0,1
12347,4083.333333333334,apartment,Belgrano,120.0,120.0,4.0,1
12348,4230.769230769231,apartment,Palermo,130.0,130.0,4.0,0
12349,2227.2727272727275,apartment,Villa Crespo,220.0,180.0,4.0,1
12351,2791.8781725888325,apartment,Belgrano,197.0,197.0,5.0,0
12352,2696.629213483146,apartment,Palermo,89.0,80.0,3.0,0
12353,2375.0,apartment,Caballito,176.0,166.0,6.0,0
12354,1256.830601092896,apartment,Villa Pueyrredón,183.0,98.0,3.0,0
12355,2608.695652173913,apartment,Flores,69.0,66.0,3.0,1
12356,1633.8028169014083,apartment,Floresta,71.0,41.0,2.0,0
12365,2680.714285714286,apartment,Colegiales,49.0,49.0,1.0,0
12366,2762.3469387755104,apartment,Colegiales,49.0,49.0,1.0,0
12367,3486.842105263158,apartment,Palermo Soho,76.0,71.0,3.0,0
12368,2721.5189873417717,apartment,Colegiales,79.0,79.0,2.0,0
12369,2848.101265822785,apartment,Colegiales,79.0,79.0,2.0,0
12370,2714.285714285714,apartment,Colegiales,49.0,49.0,1.0,0
12371,2940.0,apartment,Colegiales,50.0,50.0,1.0,0
12372,2712.328767123288,apartment,Colegiales,73.0,73.0,2.0,0
12374,1385.5421686746988,apartment,Balvanera,83.0,53.0,2.0,0
12375,2375.0,apartment,Colegiales,40.0,36.0,1.0,0
12376,2987.012987012987,apartment,Belgrano,77.0,70.0,3.0,0
12377,1385.5421686746988,apartment,Congreso,83.0,53.0,2.0,0
12378,2107.1428571428573,apartment,Balvanera,28.0,28.0,1.0,0
12379,3267.7165354330714,apartment,Barrio Norte,127.0,127.0,3.0,0
12380,2107.1428571428573,apartment,Once,28.0,28.0,1.0,0
12381,3061.2244897959185,apartment,Monserrat,49.0,45.0,1.0,0
12382,3750.0,apartment,Palermo,60.0,60.0,2.0,1
12383,1885.2459016393445,apartment,San Nicolás,61.0,61.0,3.0,0
12385,1376.8115942028985,apartment,Balvanera,138.0,119.0,6.0,0
12386,2163.6363636363635,apartment,San Telmo,55.0,49.0,2.0,0
12387,2212.389380530973,apartment,Flores,113.0,68.0,3.0,0
12388,1260.0,apartment,Mataderos,150.0,100.0,4.0,0
12389,1376.8115942028985,apartment,Congreso,138.0,119.0,6.0,0
12390,1477.7777777777774,apartment,Flores,27.0,27.0,2.0,0
12391,2212.389380530973,apartment,Almagro,113.0,68.0,3.0,0
12392,2200.0,apartment,Villa del Parque,75.0,62.0,3.0,0
12393,2125.0,apartment,Barrio Norte,120.0,120.0,4.0,0
12394,2812.5,apartment,Villa Urquiza,48.0,46.0,2.0,0
12396,2407.142857142857,apartment,Palermo,70.0,61.0,3.0,0
12398,2605.6338028169016,apartment,Barracas,71.0,71.0,1.0,0
12399,1477.7777777777774,apartment,Flores,27.0,27.0,2.0,0
12400,2701.612903225807,apartment,Barrio Norte,124.0,114.0,5.0,0
12401,1857.142857142857,apartment,Boca,35.0,30.0,1.0,0
12402,2633.333333333333,apartment,Congreso,30.0,30.0,1.0,0
12403,2633.333333333333,apartment,Tribunales,30.0,30.0,1.0,0
12414,2241.3793103448274,apartment,Abasto,58.0,58.0,3.0,0
12415,2241.3793103448274,apartment,Almagro,58.0,58.0,3.0,0
12416,2241.3793103448274,apartment,Balvanera,58.0,58.0,3.0,0
12417,2169.811320754717,apartment,Caballito,53.0,53.0,3.0,0
12418,1442.3076923076926,apartment,Mataderos,52.0,47.0,2.0,0
12421,2333.333333333333,apartment,Balvanera,45.0,45.0,2.0,0
12422,2798.0,apartment,Caballito,50.0,48.0,2.0,0
12426,2236.842105263158,apartment,Almagro,38.0,33.0,1.0,0
12428,2560.9756097560976,apartment,Coghlan,41.0,41.0,2.0,0
12429,1889.4736842105265,apartment,Parque Chacabuco,38.0,38.0,2.0,0
12483,2168.6746987951806,apartment,Palermo,83.0,80.0,3.0,0
12486,3566.0377358490564,apartment,Caballito,53.0,46.0,2.0,0
12487,2785.714285714286,apartment,Palermo,56.0,47.0,1.0,0
12488,4335.9375,apartment,Belgrano,128.0,128.0,4.0,1
12489,2159.090909090909,apartment,Flores,44.0,41.0,2.0,0
12490,2846.535714285714,apartment,Chacarita,28.0,28.0,1.0,0
12491,2262.7737226277372,apartment,Villa Urquiza,137.0,137.0,4.0,1
12492,3063.9285714285716,apartment,Chacarita,28.0,28.0,1.0,0
12493,2444.923076923077,apartment,Chacarita,39.0,39.0,1.0,0
12494,2640.333333333333,apartment,Chacarita,39.0,39.0,1.0,0
12495,3377.4193548387098,apartment,Villa Urquiza,31.0,31.0,1.0,0
12496,3652.777777777778,apartment,Palermo Hollywood,72.0,72.0,1.0,0
12497,4216.216216216216,apartment,Palermo Chico,185.0,185.0,4.0,0
12499,2571.428571428572,apartment,Belgrano,63.0,58.0,3.0,0
12500,5428.571428571428,apartment,Palermo Chico,175.0,175.0,6.0,0
12501,1465.5172413793102,apartment,Parque Patricios,58.0,45.0,2.0,0
12503,2255.8139534883717,apartment,Palermo,43.0,43.0,2.0,0
12504,2188.8888888888887,apartment,Parque Patricios,45.0,42.0,2.0,0
12506,3364.4859813084113,apartment,Caballito,107.0,95.0,4.0,0
12507,3115.942028985507,apartment,Nuñez,69.0,69.0,2.0,1
12508,2846.1538461538453,apartment,Belgrano,52.0,48.0,3.0,0
12509,2653.061224489796,apartment,Barrio Norte,245.0,215.0,5.0,1
12510,1901.639344262295,apartment,Balvanera,61.0,61.0,4.0,0
12511,3709.677419354839,apartment,Belgrano,31.0,31.0,1.0,1
12513,4067.796610169493,apartment,Belgrano,295.0,265.0,5.0,1
12514,2947.3684210526317,apartment,Caballito,95.0,86.0,3.0,0
12515,2345.454545454545,apartment,Caballito,55.0,49.0,2.0,0
12516,1750.0,apartment,Balvanera,100.0,75.0,3.0,1
12518,2878.787878787879,apartment,San Telmo,33.0,33.0,3.0,0
12519,2842.105263157894,apartment,Once,95.0,85.0,4.0,0
12520,3055.555555555556,apartment,Palermo,36.0,32.0,2.0,0
12521,2342.857142857143,apartment,Almagro,35.0,35.0,1.0,0
12522,2386.6666666666665,apartment,Belgrano,75.0,55.0,3.0,0
12523,2674.418604651163,apartment,Villa del Parque,86.0,75.0,4.0,0
12525,2280.701754385965,apartment,Barracas,57.0,53.0,3.0,0
12526,2538.4615384615386,apartment,Belgrano,130.0,130.0,4.0,0
12528,5034.676056338029,apartment,Recoleta,142.0,128.0,1.0,0
12530,2687.5,apartment,Retiro,160.0,140.0,4.0,0
12531,2323.9436619718313,apartment,Barracas,71.0,71.0,1.0,0
12532,3075.0,apartment,Villa Urquiza,80.0,71.0,3.0,0
12534,3055.555555555556,apartment,Villa Urquiza,90.0,80.0,3.0,1
12535,1925.0,apartment,San Telmo,40.0,40.0,2.0,0
12536,1980.0,apartment,Balvanera,50.0,45.0,2.0,0
12537,8587.786259541985,apartment,Puerto Madero,262.0,262.0,6.0,0
12538,1619.718309859155,apartment,Boedo,71.0,35.0,1.0,1
12539,2274.193548387097,apartment,Caballito,31.0,28.0,1.0,0
12545,4200.0,apartment,Recoleta,75.0,75.0,3.0,0
12547,2565.217391304348,apartment,Retiro,23.0,23.0,1.0,0
12548,4333.333333333333,apartment,Palermo,60.0,60.0,3.0,0
12549,3617.0212765957453,apartment,Palermo,47.0,40.0,2.0,0
12550,4418.604651162791,apartment,Palermo,43.0,43.0,2.0,1
12551,2179.4871794871797,apartment,Almagro,39.0,34.0,1.0,0
12554,3315.7894736842104,apartment,Caballito,57.0,57.0,2.0,0
12560,2500.0,apartment,Barracas,54.0,48.0,2.0,0
12561,2226.4150943396226,apartment,Flores,53.0,46.0,2.0,0
12562,1790.0,apartment,Caballito,50.0,45.0,2.0,0
12564,1800.0,apartment,Monserrat,75.0,68.0,3.0,0
12565,2226.4150943396226,apartment,Flores,53.0,46.0,2.0,0
12566,2189.189189189189,apartment,Monserrat,37.0,32.0,1.0,0
12567,2175.0,apartment,Palermo Soho,40.0,40.0,2.0,0
12570,1635.2941176470588,apartment,Palermo,85.0,45.0,2.0,0
12572,2600.0,apartment,Palermo,37.0,33.0,1.0,1
12573,4382.470119521912,apartment,Palermo,251.0,251.0,5.0,0
12575,2727.2727272727275,apartment,Palermo Hollywood,44.0,41.0,2.0,0
12576,3024.390243902439,apartment,Palermo Hollywood,41.0,41.0,1.0,0
12577,2926.829268292683,apartment,Palermo Hollywood,41.0,41.0,1.0,0
12582,2094.5945945945946,apartment,Almagro,74.0,63.0,1.0,0
12584,3035.714285714286,apartment,Monserrat,56.0,56.0,2.0,0
12585,3541.887441860465,apartment,Recoleta,43.0,40.0,1.0,0
12587,1506.3291139240505,apartment,Liniers,79.0,73.0,4.0,0
12589,2392.4050632911394,apartment,Flores,79.0,74.0,4.0,1
12590,2392.4050632911394,apartment,Caballito,79.0,74.0,4.0,1
12591,2892.561983471074,apartment,Recoleta,121.0,110.0,5.0,0
12592,2475.609756097561,apartment,Balvanera,82.0,72.0,1.0,0
12593,3217.391304347826,apartment,Belgrano,46.0,39.0,1.0,0
12594,2967.7941176470586,apartment,Palermo,34.0,23.0,1.0,0
12595,2732.142857142857,apartment,Palermo,56.0,47.0,2.0,0
12599,2580.6451612903224,apartment,Recoleta,155.0,155.0,6.0,0
12600,2176.4705882352937,apartment,Caballito,51.0,51.0,2.0,0
12601,2724.249464285714,apartment,Palermo Hollywood,56.0,49.0,1.0,0
12602,2809.8762962962965,apartment,Palermo Hollywood,54.0,47.0,1.0,0
12603,2809.8762962962965,apartment,Palermo Hollywood,54.0,47.0,1.0,0
12604,2871.0440384615385,apartment,Palermo Hollywood,52.0,47.0,1.0,0
12605,2901.5024074074076,apartment,Palermo Hollywood,54.0,47.0,1.0,0
12606,2860.8261538461547,apartment,Palermo Hollywood,52.0,47.0,1.0,0
12607,2394.7368421052633,apartment,Recoleta,190.0,188.0,5.0,0
12609,2051.2820512820513,apartment,Villa Crespo,39.0,39.0,2.0,0
12610,2478.723404255319,apartment,Caballito,94.0,86.0,4.0,0
12611,1928.571428571429,apartment,Villa Crespo,140.0,140.0,4.0,0
12613,2642.857142857143,apartment,Saavedra,70.0,63.0,3.0,0
12614,2948.717948717949,apartment,Belgrano,78.0,77.0,3.0,0
12616,2241.935483870968,apartment,Balvanera,31.0,31.0,1.0,0
12617,4000.0,apartment,Recoleta,140.0,130.0,5.0,0
12618,3255.813953488372,apartment,Recoleta,43.0,43.0,2.0,0
12619,3557.6923076923076,apartment,Barrio Norte,52.0,52.0,2.0,0
12620,2843.137254901961,apartment,Barrio Norte,51.0,51.0,3.0,0
12621,3043.478260869565,apartment,Belgrano,138.0,126.0,4.0,1
12622,2159.4202898550725,apartment,Barrio Norte,69.0,65.0,4.0,0
12623,3198.529411764706,apartment,Recoleta,136.0,136.0,5.0,0
12624,3320.0,apartment,Barrio Norte,75.0,75.0,3.0,0
12625,3365.384615384615,apartment,Barrio Norte,52.0,52.0,2.0,0
12626,2400.0,apartment,Almagro,50.0,43.0,2.0,0
12627,2868.852459016393,apartment,Belgrano,61.0,61.0,4.0,0
12628,1315.7894736842104,apartment,Constitución,57.0,53.0,3.0,0
12629,3452.3809523809527,apartment,Barrio Norte,63.0,63.0,2.0,0
12630,4375.0,apartment,Recoleta,112.0,92.0,3.0,0
12631,1944.4444444444448,apartment,Caballito,36.0,36.0,2.0,0
12632,3300.0,apartment,Palermo Chico,25.0,25.0,1.0,0
12633,2838.427947598253,apartment,Barrio Norte,229.0,229.0,5.0,0
12634,3100.0,apartment,Barrio Norte,30.0,30.0,1.0,0
12635,3181.818181818182,apartment,Barrio Norte,44.0,44.0,2.0,0
12636,1259.8425196850396,apartment,Balvanera,127.0,127.0,4.0,0
12637,2214.285714285714,apartment,San Nicolás,28.0,28.0,2.0,0
12638,2061.855670103093,apartment,Villa Pueyrredón,97.0,83.0,4.0,0
12639,2564.102564102564,apartment,Belgrano,78.0,70.0,3.0,0
12640,2250.0,apartment,Flores,80.0,71.0,3.0,0
12641,6682.692307692309,apartment,Puerto Madero,208.0,182.0,3.0,0
12642,3300.0,apartment,Palermo,25.0,25.0,1.0,0
12643,1259.8425196850396,apartment,Congreso,127.0,127.0,4.0,0
12644,2187.5,apartment,Centro / Microcentro,64.0,61.0,2.0,0
12645,2136.3636363636365,apartment,Villa Crespo,110.0,95.0,4.0,0
12646,3300.0,apartment,Palermo Viejo,25.0,25.0,1.0,0
12647,1983.333333333333,apartment,Congreso,150.0,104.0,1.0,0
12649,3088.2352941176478,apartment,Recoleta,68.0,48.0,2.0,0
12650,2363.1840796019897,apartment,Belgrano,402.0,284.0,6.0,1
12651,3088.2352941176478,apartment,Recoleta,68.0,48.0,2.0,0
12652,3800.0,apartment,Recoleta,20.0,20.0,1.0,0
12653,2864.406779661017,apartment,Palermo,59.0,55.0,2.0,0
12654,2421.0526315789475,apartment,Villa Urquiza,38.0,34.0,1.0,1
12655,3360.655737704918,apartment,Villa Ortuzar,61.0,55.0,3.0,0
12656,2525.252525252525,apartment,Barrio Norte,297.0,297.0,8.0,0
12659,4285.714285714285,apartment,Recoleta,350.0,350.0,6.0,0
12660,2960.0,apartment,Belgrano,50.0,50.0,3.0,0
12661,2437.5,apartment,Caballito,32.0,29.0,1.0,0
12662,2888.888888888889,apartment,Palermo,90.0,83.0,3.0,0
12663,3139.534883720931,apartment,Colegiales,43.0,38.0,1.0,0
12664,2434.782608695652,apartment,Centro / Microcentro,46.0,39.0,2.0,0
12665,2441.90625,apartment,Centro / Microcentro,32.0,27.0,1.0,0
12666,4714.285714285715,apartment,Puerto Madero,70.0,70.0,2.0,0
12667,2846.1538461538453,apartment,Belgrano,52.0,49.0,3.0,0
12668,4114.285714285715,apartment,Palermo,175.0,90.0,2.0,1
12669,3378.3783783783783,apartment,Belgrano,148.0,145.0,3.0,0
12672,2481.203007518797,apartment,Barrio Norte,133.0,133.0,5.0,0
12676,4114.285714285715,apartment,Palermo Chico,175.0,90.0,2.0,1
12677,4114.285714285715,apartment,Palermo Hollywood,175.0,90.0,2.0,1
12678,4114.285714285715,apartment,Palermo Viejo,175.0,90.0,2.0,1
12679,4114.285714285715,apartment,Palermo Soho,175.0,90.0,2.0,1
12680,4114.285714285715,apartment,Las Cañitas,175.0,90.0,2.0,1
12681,1415.3846153846155,apartment,Villa Pueyrredón,65.0,36.0,1.0,0
12683,2833.333333333333,apartment,Las Cañitas,300.0,290.0,5.0,0
12684,5297.619047619048,apartment,Palermo Chico,168.0,168.0,5.0,0
12689,3904.109589041096,apartment,Barrio Norte,73.0,68.0,1.0,0
12690,2678.5714285714284,apartment,Palermo,112.0,100.0,3.0,0
12691,3043.478260869565,apartment,Belgrano,460.0,283.0,5.0,0
12693,8791.208791208792,apartment,Puerto Madero,455.0,455.0,7.0,0
12694,2666.6666666666665,apartment,Parque Patricios,45.0,45.0,2.0,0
12695,3571.4285714285716,apartment,Belgrano,98.0,53.0,2.0,0
12696,1778.8461538461538,apartment,Barracas,104.0,96.0,3.0,1
12697,2200.0,apartment,San Telmo,25.0,25.0,1.0,0
12698,2833.333333333333,apartment,Palermo,120.0,120.0,4.0,0
12699,1650.0,apartment,Paternal,60.0,43.0,2.0,1
12700,2642.857142857143,apartment,Belgrano,70.0,60.0,2.0,0
12701,2140.4761904761904,apartment,Villa Pueyrredón,42.0,41.0,2.0,1
12702,3933.333333333334,apartment,Palermo Chico,30.0,28.0,1.0,0
12703,2042.2535211267605,apartment,Coghlan,71.0,71.0,4.0,0
12704,2685.1851851851848,apartment,Palermo,54.0,45.0,2.0,0
12705,5681.818181818182,apartment,Puerto Madero,132.0,125.0,3.0,0
12706,2000.0,apartment,San Telmo,55.0,55.0,3.0,0
12707,2666.3997297297296,apartment,Palermo,37.0,34.0,1.0,0
12708,1650.0,apartment,Villa General Mitre,60.0,43.0,2.0,1
12709,5984.848484848485,apartment,Puerto Madero,132.0,125.0,3.0,0
12710,2068.9655172413795,apartment,Floresta,58.0,58.0,3.0,0
12711,4558.823529411765,apartment,Palermo Chico,34.0,31.0,1.0,0
12712,2767.4418604651164,apartment,Monserrat,43.0,3.0,2.0,0
12713,2561.6438356164385,apartment,Monserrat,73.0,65.0,3.0,0
12715,2974.9743589743603,apartment,Recoleta,78.0,68.0,3.0,0
12716,4640.883977900552,apartment,Belgrano,181.0,171.0,4.0,1
12717,2274.678111587983,apartment,Recoleta,233.0,233.0,6.0,0
12718,4114.285714285715,apartment,Palermo Hollywood,175.0,90.0,3.0,1
12719,4114.285714285715,apartment,Palermo Soho,175.0,90.0,3.0,1
12720,2457.627118644068,apartment,Villa Crespo,118.0,118.0,4.0,0
12722,3005.1794871794873,apartment,Recoleta,78.0,68.0,3.0,0
12723,2674.418604651163,apartment,Palermo,86.0,79.0,4.0,0
12727,4000.0,apartment,Recoleta,30.0,25.0,1.0,0
12729,4180.327868852459,apartment,Palermo,61.0,55.0,2.0,0
12730,2878.0487804878053,apartment,Palermo,41.0,38.0,2.0,0
12731,2125.0,apartment,San Cristobal,32.0,32.0,2.0,0
12735,2031.25,apartment,Caballito,64.0,64.0,3.0,0
12736,2459.016393442623,apartment,Belgrano,610.0,500.0,7.0,1
12737,2500.0,apartment,Almagro,108.0,108.0,4.0,0
12739,1466.666666666667,apartment,San Cristobal,75.0,50.0,3.0,0
12740,2700.0,apartment,Belgrano,120.0,120.0,4.0,0
12741,2796.610169491525,apartment,Villa Urquiza,118.0,118.0,4.0,0
12742,2187.5,apartment,Caballito,48.0,45.0,2.0,0
12743,2720.0,apartment,Belgrano,125.0,125.0,4.0,0
12744,2900.0,apartment,Caballito,120.0,120.0,4.0,0
12745,2916.666666666666,apartment,Belgrano,120.0,120.0,4.0,0
12746,1766.666666666667,apartment,Monserrat,30.0,30.0,1.0,0
12747,1490.909090909091,apartment,Flores,55.0,32.0,1.0,0
12748,2282.608695652174,apartment,Flores,46.0,43.0,2.0,1
12749,2431.372549019608,apartment,Flores,51.0,45.0,1.0,0
