,price_usd_per_m2,property_type,place_name,surface_total_in_m2,surface_covered_in_m2,ambientes,parrilla
6763,2039.4736842105265,apartment,Parque Centenario,76.0,72.0,3.0,0
6764,2039.4736842105265,apartment,Parque Centenario,76.0,72.0,4.0,0
6765,1884.210526315789,apartment,Villa Crespo,95.0,88.0,4.0,0
6766,1695.6521739130435,apartment,Parque Chacabuco,46.0,43.0,2.0,0
6768,1695.6521739130435,apartment,Parque Chacabuco,46.0,43.0,2.0,0
6769,1884.210526315789,apartment,Villa Crespo,95.0,88.0,4.0,0
6771,1884.210526315789,apartment,Chacarita,95.0,88.0,4.0,0
6775,2315.7894736842104,apartment,Palermo,95.0,90.0,4.0,0
6776,2315.7894736842104,apartment,Almagro,95.0,90.0,4.0,0
6779,2400.0,apartment,Almagro,125.0,112.0,4.0,0
6780,2400.0,apartment,Almagro,125.0,112.0,4.0,0
6781,2315.7894736842104,apartment,Palermo,95.0,90.0,4.0,0
6782,2315.7894736842104,apartment,Almagro,95.0,90.0,4.0,0
6785,2250.0,apartment,Balvanera,20.0,20.0,1.0,0
6786,2250.0,apartment,Balvanera,20.0,20.0,1.0,0
6787,3560.0,apartment,Palermo,50.0,42.0,2.0,0
6790,1336.3636363636365,apartment,Villa del Parque,110.0,95.0,3.0,0
6791,2444.444444444445,apartment,Palermo,81.0,69.0,2.0,0
6794,2000.0,apartment,Liniers,35.0,31.0,1.0,0
6797,1659.090909090909,apartment,Liniers,44.0,42.0,2.0,0
6801,2156.8627450980393,apartment,Belgrano,51.0,39.0,2.0,0
6802,2397.590361445783,apartment,Belgrano,166.0,146.0,5.0,0
6803,2875.0,apartment,Palermo,40.0,40.0,2.0,0
6804,2500.0,apartment,Coghlan,46.0,41.0,2.0,0
6805,2500.0,apartment,Saavedra,46.0,41.0,2.0,0
6806,2441.860465116279,apartment,Belgrano,43.0,43.0,2.0,0
6807,2518.796992481203,apartment,Recoleta,266.0,266.0,5.0,0
6808,2948.717948717949,apartment,Recoleta,78.0,62.0,1.0,0
6811,4041.450777202073,apartment,Palermo,193.0,186.0,4.0,0
6812,2704.918032786885,apartment,Palermo,122.0,112.0,4.0,0
6813,3500.0,apartment,Barrio Norte,220.0,217.0,5.0,0
6816,2540.5405405405404,apartment,Belgrano,37.0,34.0,1.0,0
6818,2470.5882352941176,apartment,Belgrano,85.0,80.0,3.0,0
6819,2424.242424242424,apartment,Congreso,99.0,99.0,3.0,0
6821,2303.030303030303,apartment,Almagro,33.0,33.0,1.0,0
6826,3195.8762886597938,apartment,Recoleta,97.0,97.0,3.0,0
6827,2215.1898734177216,apartment,Retiro,79.0,67.0,4.0,0
6828,2862.5,apartment,Palermo,80.0,80.0,3.0,0
6830,1738.6363636363635,apartment,Floresta,88.0,80.0,3.0,0
6832,2000.0,apartment,Villa Luro,90.0,72.0,3.0,1
6833,2609.195402298851,apartment,Abasto,87.0,87.0,4.0,1
6836,2285.714285714286,apartment,Villa Crespo,56.0,48.0,2.0,0
6837,1600.0,apartment,San Telmo,100.0,80.0,5.0,0
6842,2082.340909090909,apartment,Tribunales,44.0,40.0,1.0,0
6844,2142.8571428571427,apartment,Almagro,35.0,35.0,2.0,0
6845,2083.333333333333,apartment,San Cristobal,36.0,36.0,2.0,0
6846,2044.4444444444448,apartment,Centro / Microcentro,45.0,45.0,2.0,0
6847,2633.333333333333,apartment,Villa Crespo,60.0,53.0,3.0,0
6849,2931.0344827586205,apartment,Parque Centenario,29.0,29.0,1.0,0
6850,2500.0,apartment,Villa Crespo,36.0,36.0,2.0,0
6851,1818.1818181818185,apartment,Flores,44.0,38.0,2.0,0
6852,2285.714285714286,apartment,Centro / Microcentro,35.0,35.0,1.0,0
6853,1934.523809523809,apartment,Villa Crespo,168.0,145.0,5.0,0
6854,1957.4468085106384,apartment,Caballito,47.0,42.0,2.0,0
6859,1275.0,apartment,Barrio Norte,200.0,200.0,5.0,0
6860,2435.897435897436,apartment,Caballito,39.0,35.0,1.0,0
6861,1915.887850467289,apartment,Villa Crespo,107.0,89.0,4.0,0
6863,2428.5714285714284,apartment,Almagro,35.0,35.0,2.0,0
6865,2333.333333333333,apartment,Caballito,75.0,75.0,3.0,0
6867,3888.888888888889,apartment,Nuñez,45.0,38.0,2.0,1
6868,3888.888888888889,apartment,Belgrano,45.0,38.0,2.0,1
6869,2133.8912133891213,apartment,Flores,239.0,26.0,5.0,1
6870,1824.0740740740741,apartment,Almagro,108.0,105.0,4.0,0
6873,2897.3214285714284,apartment,Belgrano,224.0,204.0,5.0,1
6879,4340.0,apartment,Barrio Norte,50.0,49.0,2.0,0
6880,4340.0,apartment,Recoleta,50.0,49.0,2.0,0
6881,2702.127659574468,apartment,Barrio Norte,47.0,47.0,3.0,0
6883,1587.5,apartment,Flores,80.0,72.0,3.0,0
6884,1810.0,apartment,Balvanera,50.0,50.0,2.0,0
6887,1833.333333333333,apartment,Liniers,48.0,48.0,2.0,0
6888,3113.2075471698113,apartment,Belgrano,53.0,42.0,2.0,1
6889,3000.0,apartment,Belgrano,53.0,42.0,2.0,1
6890,2211.5384615384614,apartment,Villa Luro,104.0,84.0,3.0,0
6892,1984.6153846153845,apartment,Floresta,65.0,56.0,4.0,0
6894,2918.918918918919,apartment,Belgrano,37.0,33.0,1.0,1
6900,2150.0,apartment,Flores,50.0,41.0,1.0,0
6901,2634.4086021505373,apartment,Belgrano,93.0,88.0,3.0,0
6902,2390.9774436090224,apartment,Nuñez,133.0,77.0,3.0,0
6903,3500.0,apartment,Belgrano,100.0,92.0,5.0,0
6904,1843.5754189944128,apartment,Belgrano,179.0,148.0,5.0,0
6905,3581.081081081081,apartment,Belgrano,74.0,68.0,3.0,0
6906,3571.4285714285716,apartment,Belgrano,42.0,42.0,2.0,0
6907,2695.6521739130435,apartment,Belgrano,230.0,215.0,6.0,0
6908,2450.0,apartment,Recoleta,60.0,60.0,3.0,0
6909,2200.0,apartment,Abasto,65.0,59.0,3.0,0
6910,1666.666666666667,apartment,Villa Devoto,60.0,50.0,3.0,0
6911,1863.6363636363642,apartment,Villa del Parque,44.0,40.0,1.0,0
6912,1818.1818181818185,apartment,Flores,88.0,80.0,3.0,0
6913,2123.6084057971016,apartment,Flores,69.0,61.0,3.0,0
6916,2364.864864864865,apartment,Recoleta,74.0,66.0,3.0,0
6917,3297.6190476190477,apartment,Nuñez,42.0,38.0,1.0,0
6918,2684.684684684685,apartment,Recoleta,111.0,101.0,4.0,0
6919,1705.4263565891476,apartment,San Telmo,129.0,129.0,4.0,0
6920,4518.072289156626,apartment,Palermo,83.0,75.0,3.0,0
6921,1458.333333333333,apartment,San Telmo,96.0,44.0,2.0,0
6923,3290.909090909091,apartment,Caballito,110.0,98.0,4.0,0
6924,2014.4927536231885,apartment,Caballito,69.0,55.0,3.0,0
6925,3157.894736842105,apartment,Belgrano,38.0,38.0,2.0,0
6927,2282.608695652174,apartment,Caballito,138.0,98.0,4.0,0
6928,2450.0,apartment,Flores,40.0,36.0,2.0,0
6930,2345.679012345679,apartment,Almagro,81.0,77.0,3.0,0
6931,2763.157894736842,apartment,Caballito,76.0,68.0,3.0,0
6932,2078.9473684210525,apartment,Palermo,38.0,38.0,1.0,0
6938,2166.6666666666665,apartment,Flores,60.0,60.0,3.0,0
6940,2826.086956521739,apartment,Flores,46.0,40.0,2.0,0
6951,2755.1020408163267,apartment,San Nicolás,49.0,50.0,1.0,0
6962,1933.333333333333,apartment,Congreso,75.0,75.0,3.0,0
6963,1386.1386138613861,apartment,Parque Patricios,202.0,39.0,4.0,1
6969,2423.076923076923,apartment,Congreso,26.0,21.0,1.0,0
6971,3054.5454545454545,apartment,Recoleta,55.0,45.0,2.0,1
6972,3593.75,apartment,Belgrano,128.0,128.0,5.0,0
6974,3121.212121212121,apartment,Palermo Hollywood,33.0,33.0,1.0,0
6975,3121.212121212121,apartment,Palermo,33.0,33.0,1.0,0
6976,2437.5,apartment,Barrio Norte,32.0,27.0,1.0,1
6977,2437.5,apartment,Balvanera,32.0,27.0,1.0,0
6978,2277.777777777778,apartment,Villa Crespo,36.0,34.0,1.0,0
6979,1681.0344827586207,apartment,Villa Crespo,116.0,66.0,2.0,0
6980,1681.0344827586207,apartment,Almagro,116.0,66.0,2.0,0
6981,2464.285714285714,apartment,Villa Crespo,56.0,50.0,2.0,0
6982,2464.285714285714,apartment,Almagro,56.0,50.0,2.0,0
6983,2850.0,apartment,Nuñez,100.0,100.0,1.0,0
6984,2850.0,apartment,Nuñez,100.0,100.0,1.0,0
6985,2113.2075471698113,apartment,Almagro,53.0,49.0,1.0,0
6986,2128.5714285714284,apartment,Almagro,35.0,32.0,1.0,0
6987,2113.2075471698113,apartment,Almagro,53.0,49.0,1.0,0
6988,2051.428571428572,apartment,Almagro,35.0,32.0,1.0,0
6989,2484.848484848485,apartment,Barrio Norte,33.0,33.0,1.0,1
6990,2484.848484848485,apartment,Balvanera,33.0,33.0,1.0,0
6991,2300.0,apartment,Villa Crespo,40.0,40.0,1.0,0
6992,3000.0,apartment,Monserrat,36.0,33.0,1.0,0
6993,1885.2459016393445,apartment,Almagro,122.0,72.0,2.0,1
6994,1885.2459016393445,apartment,Palermo,122.0,72.0,2.0,0
6995,2272.7272727272725,apartment,Monserrat,33.0,31.0,1.0,0
6996,2175.0,apartment,Monserrat,40.0,35.0,1.0,0
6997,1619.4331983805664,apartment,Parque Centenario,247.0,178.0,4.0,1
7000,5421.875,apartment,Puerto Madero,128.0,121.0,3.0,0
7002,2529.4117647058824,apartment,Barrio Norte,85.0,85.0,3.0,0
7003,5226.5625,apartment,Puerto Madero,128.0,121.0,3.0,0
7004,5234.375,apartment,Puerto Madero,128.0,121.0,3.0,0
7008,6730.769230769231,apartment,Puerto Madero,208.0,184.0,3.0,0
7011,2076.923076923077,apartment,Flores,65.0,65.0,3.0,0
7012,1645.5696202531647,apartment,Palermo,237.0,220.0,5.0,0
7013,2783.5051546391746,apartment,Recoleta,194.0,194.0,8.0,0
7014,4350.0,apartment,Palermo,200.0,193.0,5.0,0
7015,4350.0,apartment,Barrio Norte,200.0,193.0,5.0,0
7016,3390.0,apartment,Palermo,100.0,90.0,3.0,0
7017,3690.0,apartment,Barrio Norte,100.0,90.0,3.0,0
7018,3690.0,apartment,Recoleta,100.0,90.0,3.0,0
7019,2685.1851851851848,apartment,Palermo,54.0,45.0,2.0,0
7021,2535.211267605634,apartment,Barrio Norte,142.0,138.0,4.0,0
7022,2684.615384615385,apartment,Recoleta,130.0,120.0,5.0,0
7023,2291.6666666666665,apartment,Palermo,144.0,129.0,4.0,0
7024,2076.3888888888887,apartment,Palermo Hollywood,144.0,129.0,4.0,0
7025,2152.770833333333,apartment,Palermo Soho,144.0,129.0,4.0,0
7026,2152.770833333333,apartment,Barrio Norte,144.0,129.0,4.0,0
7027,2152.770833333333,apartment,Recoleta,144.0,129.0,4.0,0
7028,2152.770833333333,apartment,Palermo,144.0,129.0,4.0,0
7030,2051.714285714286,apartment,Almagro,35.0,32.0,1.0,0
7034,2541.4012738853507,apartment,Barrio Norte,157.0,149.0,4.0,0
7035,2783.783783783784,apartment,Recoleta,111.0,102.0,4.0,0
7036,2783.783783783784,apartment,Barrio Norte,111.0,102.0,4.0,0
7037,2547.6190476190477,apartment,Villa Ortuzar,42.0,36.0,1.0,0
7038,2848.101265822785,apartment,Villa Urquiza,79.0,66.0,2.0,0
7039,2633.333333333333,apartment,Villa Urquiza,60.0,48.0,2.0,0
7040,2708.333333333333,apartment,Belgrano,72.0,72.0,3.0,0
7041,1764.7058823529412,apartment,Barracas,85.0,77.0,4.0,0
7043,2218.181818181818,apartment,Belgrano,55.0,55.0,3.0,0
7044,2215.686274509804,apartment,Paternal,51.0,49.0,1.0,1
7045,4033.898305084746,apartment,Belgrano,295.0,280.0,5.0,0
7076,1750.0,apartment,Liniers,60.0,57.0,2.0,0
7078,1650.0,apartment,Floresta,100.0,100.0,4.0,1
7079,2796.0,apartment,Las Cañitas,250.0,235.0,5.0,0
7080,3551.0204081632646,apartment,Barrio Norte,49.0,43.0,2.0,0
7082,2200.0,apartment,Villa Urquiza,50.0,50.0,2.0,0
7083,3000.0,apartment,Nuñez,45.0,45.0,3.0,0
7084,2357.142857142857,apartment,Nuñez,70.0,66.0,3.0,0
7085,2241.3793103448274,apartment,Monserrat,116.0,116.0,4.0,0
7086,2000.0,apartment,Saavedra,76.0,70.0,4.0,0
7088,2371.428571428572,apartment,Saavedra,35.0,35.0,2.0,0
7089,1781.8181818181818,apartment,Floresta,55.0,43.0,2.0,0
7090,2881.35593220339,apartment,Caballito,59.0,59.0,2.0,0
7091,2485.714285714286,apartment,San Nicolás,35.0,35.0,2.0,0
7092,3258.426966292135,apartment,Recoleta,89.0,89.0,4.0,0
7093,2307.692307692308,apartment,Recoleta,195.0,171.0,7.0,0
7094,2200.0,apartment,Palermo Viejo,50.0,50.0,3.0,0
7095,2391.304347826087,apartment,Villa Crespo,46.0,46.0,3.0,0
7099,2560.0,apartment,Barracas,125.0,120.0,4.0,0
7100,2750.0,apartment,Flores,120.0,112.0,3.0,1
7102,3666.666666666666,apartment,Palermo,36.0,35.0,2.0,0
7103,1960.0,apartment,Centro / Microcentro,50.0,50.0,1.0,0
7104,1469.1176470588236,apartment,Centro / Microcentro,68.0,31.0,1.0,1
7107,4500.0,apartment,Las Cañitas,44.0,40.0,1.0,0
7109,3207.5471698113206,apartment,Palermo Hollywood,53.0,50.0,2.0,1
7113,2573.333333333333,apartment,Saavedra,75.0,68.0,3.0,0
7115,2460.674157303371,apartment,Saavedra,89.0,68.0,3.0,0
7116,2940.0,apartment,Saavedra,50.0,43.0,2.0,0
7117,2906.25,apartment,Saavedra,64.0,43.0,2.0,0
7118,2545.454545454545,apartment,Caballito,33.0,33.0,1.0,0
7120,2514.285714285714,apartment,Flores,175.0,157.0,5.0,0
7121,2481.927710843373,apartment,Flores,83.0,73.0,3.0,0
7122,1754.385964912281,apartment,Chacarita,57.0,37.0,1.0,0
7123,1555.5555555555554,apartment,Caballito,90.0,90.0,2.0,1
7125,1829.2682926829266,apartment,Villa Ortuzar,82.0,60.0,3.0,0
7127,1666.666666666667,apartment,Monserrat,39.0,39.0,2.0,0
7128,1666.666666666667,apartment,San Nicolás,39.0,39.0,2.0,0
7129,1666.666666666667,apartment,Balvanera,39.0,39.0,2.0,0
7130,1666.666666666667,apartment,Constitución,39.0,39.0,2.0,0
7133,5151.515151515152,apartment,Puerto Madero,165.0,165.0,1.0,0
7139,1676.300578034682,apartment,Caballito,173.0,141.0,5.0,0
7140,1916.666666666667,apartment,Caballito,72.0,70.0,3.0,0
7141,1897.4358974358965,apartment,Caballito,78.0,70.0,3.0,0
7144,1759.2592592592596,apartment,Flores,108.0,100.0,4.0,0
7146,1648.1012658227844,apartment,Palermo,79.0,65.0,1.0,0
7147,2578.9473684210525,apartment,Villa Urquiza,38.0,34.0,1.0,0
7168,2078.9473684210525,apartment,Villa Devoto,38.0,35.0,1.0,0
7169,2027.7777777777767,apartment,Retiro,36.0,36.0,2.0,0
7172,1600.0,apartment,Villa del Parque,75.0,50.0,2.0,1
7174,2171.0526315789475,apartment,Barracas,76.0,72.0,3.0,0
7175,1807.692307692308,apartment,Monserrat,52.0,52.0,2.0,0
7176,1951.219512195122,apartment,Balvanera,82.0,82.0,4.0,0
7177,2058.8235294117653,apartment,Congreso,34.0,31.0,1.0,0
7178,1947.3684210526321,apartment,Boedo,38.0,34.0,1.0,0
7179,2625.581395348837,apartment,Floresta,43.0,41.0,2.0,0
7180,2000.0,apartment,Balvanera,25.0,25.0,1.0,0
7181,2627.2727272727275,apartment,Barrio Norte,110.0,104.0,3.0,0
7206,4772.727272727273,apartment,Palermo,44.0,40.0,1.0,0
7208,2413.2075471698113,apartment,Saavedra,53.0,45.0,2.0,0
7209,2269.230769230769,apartment,Saavedra,52.0,36.0,1.0,0
7210,3088.2352941176478,apartment,Saavedra,34.0,30.0,1.0,0
7211,2547.169811320755,apartment,Saavedra,53.0,47.0,2.0,0
7212,2303.5714285714284,apartment,Saavedra,56.0,50.0,2.0,0
7214,3750.0,apartment,Barrio Norte,180.0,163.0,6.0,0
7215,1513.157894736842,apartment,Balvanera,76.0,72.0,4.0,0
7216,1709.090909090909,apartment,Barracas,55.0,55.0,3.0,0
7218,2857.142857142857,apartment,Colegiales,42.0,42.0,1.0,1
7219,2857.142857142857,apartment,Villa Crespo,42.0,42.0,1.0,1
7220,2857.142857142857,apartment,Palermo,42.0,42.0,1.0,1
7221,2466.6666666666665,apartment,Belgrano,150.0,150.0,4.0,0
7222,3389.140271493213,apartment,Belgrano,221.0,221.0,4.0,0
7223,2162.162162162162,apartment,Barracas,37.0,37.0,1.0,0
7224,3333.333333333333,apartment,Palermo,33.0,30.0,1.0,0
7225,2500.0,apartment,Barrio Norte,92.0,87.0,3.0,0
7226,2342.3423423423424,apartment,Caballito,111.0,99.0,4.0,0
7228,2139.5348837209303,apartment,Villa Devoto,43.0,43.0,2.0,0
7229,1759.2592592592596,apartment,Flores,108.0,100.0,4.0,0
7230,2969.317073170732,apartment,Barrio Norte,41.0,41.0,1.0,0
7231,1916.666666666667,apartment,Congreso,60.0,60.0,3.0,0
7232,2969.317073170732,apartment,Palermo,41.0,41.0,1.0,0
7233,2969.317073170732,apartment,Recoleta,41.0,41.0,1.0,0
7234,2375.0,apartment,Villa Urquiza,80.0,70.0,3.0,0
7240,2797.6190476190477,apartment,Caballito,84.0,72.0,4.0,0
7241,3057.6923076923076,apartment,Belgrano,260.0,240.0,5.0,0
7243,3061.5384615384614,apartment,Barrio Norte,65.0,53.0,3.0,0
7244,2012.987012987013,apartment,Flores,77.0,74.0,4.0,0
7246,2628.5714285714284,apartment,Recoleta,35.0,35.0,2.0,0
7248,2310.344827586207,apartment,Colegiales,58.0,49.0,1.0,1
7249,2266.6666666666665,apartment,Colegiales,60.0,53.0,1.0,1
7250,4432.122641509434,apartment,Barrio Norte,106.0,93.0,3.0,0
7254,2766.666666666666,apartment,Villa Urquiza,30.0,30.0,1.0,1
7255,1200.0,apartment,Boca,100.0,65.0,3.0,0
7256,1486.4864864864865,apartment,Parque Chacabuco,111.0,63.0,3.0,0
7257,3394.4954128440368,apartment,Barrio Norte,109.0,109.0,5.0,0
7258,1950.0,apartment,Caballito,40.0,40.0,2.0,0
7259,1950.0,apartment,Flores,40.0,40.0,2.0,0
7260,1950.0,apartment,Almagro,40.0,40.0,2.0,0
7261,1950.0,apartment,Boedo,40.0,40.0,2.0,0
7265,2000.0,apartment,Monte Castro,45.0,36.0,1.0,0
7268,3544.3037974683543,apartment,Belgrano,79.0,75.0,3.0,1
7269,2066.6666666666665,apartment,Belgrano,120.0,100.0,4.0,0
7271,2040.5405405405409,apartment,Villa Luro,74.0,68.0,3.0,0
7272,2018.1818181818185,apartment,Villa Luro,55.0,50.0,3.0,0
7273,2875.0,apartment,Belgrano,40.0,36.0,1.0,0
7278,2191.4357682619648,apartment,Barrio Norte,397.0,349.0,5.0,0
7280,2259.615384615385,apartment,Belgrano,104.0,92.0,4.0,0
7298,2545.454545454545,apartment,Retiro,55.0,50.0,3.0,0
7299,2939.393939393939,apartment,Palermo Hollywood,33.0,31.0,1.0,0
7307,1060.0,apartment,Villa Lugano,50.0,50.0,3.0,0
7310,1166.6666666666667,apartment,Villa Lugano,60.0,60.0,4.0,0
7313,2195.121951219512,apartment,Villa Lugano,41.0,41.0,2.0,0
7315,2200.0,apartment,Villa Lugano,50.0,42.0,3.0,0
7316,1153.8461538461538,apartment,Villa Lugano,65.0,65.0,4.0,0
7317,1307.6923076923074,apartment,Villa Lugano,65.0,65.0,3.0,0
7318,1937.5,apartment,Villa Lugano,32.0,32.0,2.0,0
7329,1014.4927536231884,apartment,Villa Lugano,69.0,60.0,3.0,0
7331,2796.352583586625,apartment,Recoleta,329.0,329.0,10.0,0
7337,1653.8461538461538,apartment,Almagro,52.0,42.0,1.0,0
7338,1608.695652173913,apartment,Palermo,115.0,65.0,3.0,0
7341,2785.714285714286,apartment,San Nicolás,140.0,140.0,4.0,0
7342,5228.75816993464,apartment,Palermo,153.0,153.0,3.0,0
7343,4337.189189189189,apartment,Barrio Norte,148.0,135.0,4.0,0
7344,2969.317073170732,apartment,Recoleta,41.0,41.0,1.0,0
7345,3157.894736842105,apartment,Palermo,95.0,90.0,3.0,0
7346,4851.321428571428,apartment,Barrio Norte,84.0,73.0,3.0,0
7347,4898.75,apartment,Barrio Norte,84.0,73.0,3.0,0
7348,4937.833333333333,apartment,Barrio Norte,84.0,73.0,3.0,0
7349,4142.857142857143,apartment,Palermo,70.0,70.0,3.0,0
7350,3105.263157894737,apartment,Barrio Norte,190.0,190.0,4.0,0
7351,1666.666666666667,apartment,Saavedra,150.0,75.0,3.0,1
7352,4142.857142857143,apartment,Las Cañitas,70.0,70.0,3.0,0
7353,1904.7619047619046,apartment,Flores,42.0,38.0,2.0,0
7357,3134.9206349206347,apartment,Recoleta,126.0,124.0,3.0,0
7358,4428.044280442805,apartment,Recoleta,271.0,271.0,7.0,0
7359,4839.823529411765,apartment,Barrio Norte,85.0,75.0,3.0,0
7360,4643.716417910448,apartment,Barrio Norte,67.0,49.0,2.0,0
7361,3250.0,apartment,Palermo,120.0,116.0,3.0,0
7362,2948.717948717949,apartment,Villa Urquiza,39.0,39.0,1.0,1
7363,4666.194029850746,apartment,Barrio Norte,67.0,49.0,2.0,0
7364,4931.609375,apartment,Barrio Norte,64.0,45.0,2.0,0
7365,4142.857142857143,apartment,Belgrano,70.0,70.0,3.0,0
7366,2054.054054054054,apartment,Villa Devoto,37.0,34.0,1.0,0
7367,2966.666666666666,apartment,Villa Urquiza,30.0,30.0,1.0,1
7369,2142.8571428571427,apartment,Caballito,35.0,35.0,2.0,0
7371,2195.0,apartment,Boedo,20.0,20.0,1.0,0
7372,1500.0,apartment,Flores,460.0,350.0,6.0,0
7373,2213.114754098361,apartment,Belgrano,122.0,105.0,4.0,0
7375,2123.076923076923,apartment,Caballito,65.0,60.0,2.0,1
7419,2162.7906976744184,apartment,Recoleta,215.0,164.0,6.0,1
7420,2169.811320754717,apartment,Caballito,53.0,40.0,2.0,0
7422,2067.5675675675675,apartment,Floresta,37.0,37.0,2.0,0
7423,2772.7272727272725,apartment,Barrio Norte,44.0,44.0,4.0,0
7424,2426.4705882352937,apartment,Flores,68.0,62.0,3.0,0
7455,2265.8227848101264,apartment,Floresta,79.0,73.0,4.0,0
7457,2314.8148148148152,apartment,Caballito,108.0,100.0,5.0,0
7458,1500.0,apartment,Flores,48.0,42.0,2.0,0
7460,2556.521739130435,apartment,Belgrano,115.0,107.0,4.0,0
7461,1980.0,apartment,San Cristobal,50.0,50.0,3.0,0
7462,2557.142857142857,apartment,Caballito,70.0,70.0,4.0,0
7464,1980.0,apartment,San Cristobal,50.0,50.0,3.0,0
7465,1900.0,apartment,San Cristobal,50.0,50.0,3.0,0
7466,2557.142857142857,apartment,Caballito,70.0,70.0,4.0,0
7467,3562.5,apartment,Villa Ortuzar,80.0,64.0,3.0,0
7469,3823.529411764706,apartment,Palermo,68.0,67.0,3.0,0
7472,2261.538461538461,apartment,Villa Crespo,65.0,55.0,3.0,0
7473,2321.428571428572,apartment,Recoleta,84.0,63.0,3.0,0
7477,1980.0,apartment,San Cristobal,50.0,50.0,3.0,0
7478,2557.142857142857,apartment,Caballito,70.0,70.0,4.0,0
7479,1714.2857142857142,apartment,Barracas,140.0,70.0,3.0,0
7480,2140.625,apartment,Palermo,128.0,108.0,4.0,0
7482,2100.0,apartment,San Cristobal,42.0,36.0,1.0,1
7483,2100.0,apartment,San Cristobal,39.0,33.0,1.0,1
7486,1875.0,apartment,Villa Urquiza,80.0,60.0,3.0,0
7493,2265.8227848101264,apartment,Floresta,79.0,75.0,4.0,0
7494,2105.2631578947367,apartment,Flores,57.0,57.0,3.0,0
7503,2948.717948717949,apartment,Belgrano,39.0,32.0,1.0,0
7504,2500.0,apartment,Nuñez,78.0,73.0,4.0,0
7506,4944.444444444444,apartment,Palermo Chico,180.0,165.0,3.0,0
7507,2236.842105263158,apartment,Centro / Microcentro,76.0,76.0,4.0,0
7508,2756.0975609756097,apartment,Belgrano,41.0,35.0,1.0,0
7509,5339.2525252525265,apartment,Recoleta,198.0,181.0,1.0,0
7510,2769.230769230769,apartment,Villa Pueyrredón,65.0,55.0,3.0,0
7511,2648.648648648649,apartment,Belgrano,37.0,32.0,1.0,0
7513,1638.888888888889,apartment,Balvanera,36.0,36.0,2.0,0
7514,1960.5263157894733,apartment,Abasto,38.0,38.0,2.0,0
7515,1875.0,apartment,Parque Centenario,40.0,40.0,2.0,0
7516,3783.783783783784,apartment,Belgrano,37.0,34.0,1.0,0
7517,3484.848484848485,apartment,San Telmo,33.0,33.0,1.0,0
7519,2640.0,apartment,Villa del Parque,75.0,75.0,3.0,0
7520,3500.0,apartment,Belgrano,40.0,40.0,1.0,0
7521,2540.816326530612,apartment,Belgrano,98.0,91.0,3.0,0
7522,2882.3529411764707,apartment,Palermo,34.0,34.0,2.0,0
7523,3138.297872340425,apartment,Recoleta,188.0,182.0,5.0,0
7524,3037.037037037037,apartment,Barrio Norte,270.0,265.0,4.0,0
7525,4534.005037783375,apartment,Palermo Chico,397.0,397.0,7.0,0
7527,2265.625,apartment,Caballito,128.0,109.0,4.0,0
7529,2879.310344827586,apartment,Villa Pueyrredón,58.0,51.0,3.0,0
7530,2078.9473684210525,apartment,Caballito,38.0,33.0,1.0,1
7531,2078.9473684210525,apartment,Caballito,38.0,33.0,1.0,1
7532,2078.9473684210525,apartment,Caballito,38.0,33.0,1.0,1
7533,1397.7272727272727,apartment,Floresta,88.0,88.0,4.0,0
7534,3472.222222222222,apartment,Palermo,36.0,35.0,1.0,0
7535,3265.30612244898,apartment,San Telmo,49.0,46.0,1.0,0
7536,3424.1245136186767,apartment,Recoleta,257.0,254.0,7.0,0
7537,2531.645569620253,apartment,Recoleta,158.0,138.0,5.0,0
7541,2495.833333333333,apartment,Congreso,24.0,24.0,2.0,0
7542,1951.219512195122,apartment,Almagro,41.0,36.0,1.0,1
7544,1241.3793103448277,apartment,Villa Lugano,29.0,29.0,1.0,0
7545,2447.368421052632,apartment,Villa Crespo,38.0,35.0,2.0,0
7549,2037.037037037037,apartment,Parque Centenario,54.0,35.0,1.0,1
7550,3055.555555555556,apartment,Almagro,36.0,32.0,1.0,0
7551,1900.0,apartment,San Telmo,30.0,30.0,1.0,0
7552,2769.230769230769,apartment,Villa Pueyrredón,65.0,55.0,3.0,0
7553,5491.803278688524,apartment,Puerto Madero,61.0,61.0,2.0,1
7562,3410.416666666666,apartment,Caballito,48.0,41.0,2.0,0
7575,2265.8227848101264,apartment,Floresta,79.0,79.0,4.0,0
7577,2500.0,apartment,Boedo,60.0,54.0,3.0,0
7578,1755.5555555555554,apartment,Boedo,45.0,45.0,2.0,0
7581,2102.2727272727275,apartment,Barrio Norte,88.0,54.0,2.0,0
7582,4388.88888888889,apartment,Palermo Chico,90.0,82.0,3.0,0
7586,4189.189189189189,apartment,Recoleta,148.0,148.0,5.0,0
7587,2531.645569620253,apartment,Recoleta,158.0,138.0,5.0,0
7588,2178.5714285714284,apartment,Parque Centenario,56.0,50.0,3.0,0
7589,2178.5714285714284,apartment,Caballito,56.0,50.0,3.0,0
7590,2833.333333333333,apartment,Flores,30.0,30.0,1.0,0
7592,1960.5263157894733,apartment,Balvanera,76.0,69.0,4.0,0
7593,3500.0,apartment,Palermo Hollywood,50.0,38.0,1.0,0
7594,2039.4736842105265,apartment,Palermo Hollywood,152.0,72.0,3.0,0
7595,3733.333333333334,apartment,Palermo Chico,36.0,32.0,1.0,0
7596,2692.3076923076924,apartment,Palermo,91.0,84.0,3.0,0
